Metrics,AAPL,AMZN,GOOG,GOOGL,MSFT,TSLA
Testing-MSE,27.471398216802804,232.39404950249977,13.64446338892816,8.875428888218332,584.1373082655679,6.964390639617831
Validation-MSE,15.752921932266997,233.50188089936316,21.241478075901167,4.74418031865865,260.61840440656476,8.852401117790254
testing-MAE,4.602614631218025,14.911287455311463,2.91786875588098,2.5015331183282634,21.65909291893235,2.3574606142005585
validation-MAE,3.3909790851937855,14.261266345955834,3.5585860976669577,1.7661995866527893,15.078219932111773,2.3653955132467708
testing-mape,8.368557514730423,20.16532551699357,4.785379825542403,4.099810128383616,18.306313591044486,11.921550331784275
validation-mape,7.906648420605269,19.419246679637272,5.955151074431471,3.0798142423400243,15.298601423017727,11.982315294850046
testing-RMSE,5.241316458372152,15.24447603240268,3.693841278253325,2.9791658040831384,24.16893270844966,2.6390131942864232
validation-RMSE,3.9689950783878527,15.280768334719403,4.608847803508071,2.17811393610588,16.143680014376052,2.9752984922172523
testing-MPE,8.147373233587178,20.16532551699357,0.8101314285488066,3.0973077350285467,18.28624700828088,-7.749856672758798
validation-MPE,7.363400786454598,19.22097557867896,-4.4473773772296905,-1.2504493582332208,15.298601423017727,-4.276941129783983
