Training Loss,Training Std,Validation Loss,Validation Std
0.00039676706648697534,0.0019576334070221654,0.0006665203586265891,0.001232626946734512
0.0002065546602060349,0.0008078906354612155,0.0012586511755993774,0.004187574723361609
0.0012654031773836744,0.002151984732531579,0.002263612089669512,0.003101294272657887
0.0004232272852873241,0.001420841047519715,0.0011506587870559512,0.002559700644968305
0.0007592583736778392,0.0009473014038266465,0.0012493845104382243,0.001082009894707971
0.0011832120558118177,0.0037697694811960427,0.002146264339948166,0.003998480327897687
