MSE,MAE,MAPE,RMSE,MPE
18.550207243137173,3.6674652578978413,15.366321753052715,4.306995152439479,14.560401161613429
11.193914799760343,2.593265656930569,9.286222457762868,3.3457308319349814,-5.940502399574722
13.706092983738378,3.3708304685404276,11.239256655971646,3.7021740887940937,-11.160869826965937
14.3299725329306,3.525849983658782,12.456554959797417,3.7854950182150024,12.456554959797417
132.90023486736908,11.390902986971966,43.38760821119608,11.528236416181318,43.38760821119608
50.72591216932521,6.068985690926611,18.148153002568044,7.122212589450361,17.82304824889693
10.239524970448768,2.4152066724605064,5.161847075647714,3.199925775771802,0.29133579968268514
43.263737541058816,5.664709104014709,12.358055466382842,6.577517581965009,5.106754108064723
17.05835983015568,3.7088226042264423,8.690948775264912,4.130176731104334,7.67473717465246
145.95072719798674,10.912318522022348,22.319590017388055,12.081006878484374,22.319590017388055
185.31063832423732,10.448533196635964,112.36704370502417,13.612885011056154,111.26198686565935
38.64230264782032,5.222836131750866,23.741006677329686,6.216293320606768,18.75007971193456
267.41152148069466,15.644451819587099,75.03936124175745,16.352722142832814,75.03936124175745
81.21453702309805,7.055744821473788,23.749051161224518,9.011910841941239,23.03562454233777
39.333896498115976,5.594479603223953,10.075583377511748,6.271674138387292,-9.255317357058372
26.899147371623712,4.446232802857523,6.693946842673664,5.186438794743818,-5.8078573179876685
1922.2253875803435,43.29219651299996,109.25974100487296,43.84319089186305,109.25974100487296
96.82898867961616,8.60309179598054,11.332746462210274,9.840172187498355,10.90695505272766
304.8837269747696,15.869509805884439,21.41258977864901,17.46091999222176,21.40846765630673
75.24628654049916,7.374290212540619,9.155982021188077,8.674461743560759,8.391032192497555
18.617678124909684,3.3981519094054637,11.42593989979056,4.314820752349938,10.170664693595757
146.7177565350696,11.683469700201794,49.758328563527044,12.112710536253626,49.758328563527044
10.568520001230068,2.886247869155749,6.985975191026851,3.2509260221097107,-6.208687914181647
18.596875384883393,3.8257410295971894,8.561520453080613,4.312409463963666,-7.99456178929739
176.9587705319645,12.893143035628329,39.02812113069642,13.302585107112245,39.02812113069642
107.91007709010108,9.622522033440784,15.051372102565283,10.387977526453408,-15.051372102565283
10.66725406808404,2.639038075530196,4.768878571060784,3.266076249582064,2.049349766010783
18.590904587770485,3.658185166147417,7.2751745732515545,4.311717127522455,5.3734379906539935
17.28226606783973,3.356000209576362,5.56762968827026,4.157194494829383,-3.480673931281501
17.092472069775873,3.468611237531544,5.335020906368725,4.1343043029965605,-3.335894651178574
76.63331585432968,8.016940928309078,30.85619751194462,8.75404568495788,30.65328370095385
13.024086546206213,3.154541237369503,9.470163570501185,3.6088899326809916,8.959158632799987
9.930766314507053,2.861069779219095,7.964721843780626,3.1513118402511444,7.928730029295225
2.1390818847827617,1.1913464298560217,2.7850757361154663,1.462560044846967,-2.3861435648448865
33.03227164849399,5.420586003083086,12.960856768572595,5.747370846612736,12.960856768572595
54.410142095596406,7.142296134292466,15.393112147303118,7.376323074242099,15.393112147303118
6.438005267025848,1.9344239931078888,3.4398339174358354,2.5373224601981215,1.477801181439785
13.958685140274321,3.091245819703229,5.352166567272907,3.736132377241781,-3.6874980053081727
22.177781435069914,4.039922577424986,7.514453897426463,4.709329191622722,7.244678563267291
6.813193326525874,2.425745887993466,3.7559925126495446,2.610209441122661,-3.6198549594575615
98.96216314291698,8.528197815409163,21.938838488074992,9.947972815750804,20.67220616690523
329.3950795242869,17.28862707316441,52.122090545211385,18.14924459927429,52.122090545211385
34.414055196894104,5.234162700668471,8.506574027179424,5.866349392671229,-8.21097256193679
65.69856220988459,6.994259035084952,12.985789563036521,8.105464959512476,12.694261171039745
132.8612963620938,11.249606116666811,18.879104390786498,11.526547460627306,18.879104390786498
439.6956275863174,20.233499879029395,30.811823707990182,20.968920515522907,30.811823707990182
116.46633610987169,9.033665320329783,9.964787194617228,10.791957010193828,8.670047149120512
290.073757316634,16.001049571971794,12.87719675361498,17.031551817630536,-12.87719675361498
125.34728984402177,9.891219421922534,9.180726418903088,11.195860388733944,9.036181591599973
497.4707588332554,21.260751230287266,17.612956568967302,22.30405252041107,17.612956568967302
9.456887661517273,2.706456664902409,14.33371913913335,3.0752053039622043,-13.827744443602041
4.83800006776092,1.7780298321943706,11.090267668997097,2.199545422981967,-9.113624151270773
2.6763601533670296,1.5204280443412306,12.263466006077566,1.63595848155356,12.173693233171328
12.852690508010898,3.3332178801609817,27.166460814267452,3.585064923820892,26.99304789045997
12.040841688309609,3.209358564972194,16.573318964573172,3.469991597728964,16.573318964573172
3.8797559551649963,1.7451952119605139,8.356735988472856,1.969709611888259,4.673859208190281
2.6943730803046804,1.3304491087570867,6.1819437786070655,1.6414545623637227,-2.356790740916551
16.811363983046373,3.755723781527629,22.222977187528407,4.100166336021793,22.157827809049927
32.220337836166905,5.476829843716511,24.47472663564075,5.676296137109736,-24.47472663564075
29.57747217388715,5.066619768238168,21.84871748881519,5.438517461026226,-21.647433837234235
