MSE,MAE,MAPE,RMSE,MPE
10.343761882952437,2.956317577530853,9.227249039630967,3.2161719299428686,-9.039748943952146
6.779238181445685,2.457867524355728,8.933475935711876,2.603697021822179,-8.933475935711876
7.207786427785462,2.342126754177397,9.588917566960314,2.6847320960917984,9.57754920031262
18.920076535896385,4.091118660551628,14.571668275132163,4.349721431988074,14.571668275132163
10.66722292619735,3.17763133110438,9.078966346823824,3.2660714821016015,9.078966346823824
6.3211407309525995,2.2568160863415203,5.6225027457985455,2.5141878869632235,5.415985598147733
24.43485709889165,4.634080337279193,10.918812035214158,4.943162661585359,10.918812035214158
9.670436348731753,2.7473360682319035,5.835617668901513,3.1097325204479813,-2.323966183468314
2.7285007072236516,1.4362922075519404,3.0380926050088646,1.6518173952418747,1.12751094124839
30.101840969690425,4.3318663112188025,7.531525662096787,5.486514464547636,7.049213385817941
22.25360750590984,3.948812197538933,15.990908283998845,4.717372945391306,15.773199469443425
5.208914937795968,1.7302416936726528,5.784845352535667,2.2823047425346092,3.0535755123055317
95.43825221141027,9.69601254220824,33.90983234658942,9.769250340297882,33.90983234658942
3.610904759012674,1.5558226521493022,3.7196148499388793,1.900238079560736,-2.7425191780600726
20.785340122378933,4.3154718114996715,9.715732436735955,4.559094221704453,9.715732436735955
133.26735932565285,10.051925951686085,18.749729112044612,11.544148271988403,18.749729112044612
72.41768327348906,8.0528865437984,10.567211708293584,8.50985800548335,10.567211708293584
25.722049563885797,4.104234214294975,4.827084995635617,5.071690996490795,2.6144784909301095
23.339005233159508,4.295004573778001,4.875597798754293,4.83104597713161,4.733294580453627
20.444726985486437,4.160449435719719,4.9091391765508625,4.52158456577851,4.792247923520232
39.414052401612196,5.775781279871578,20.966688119488197,6.278061197663829,20.877652257273496
54.24309427189796,7.139404866147203,25.022417272883658,7.3649911250386415,25.022417272883658
0.6625830863230715,0.6930906119892489,1.8591082479803875,0.8139920677273652,0.8966820677482126
2.8334169125967046,1.4866140224587767,3.576113135628361,1.683275649617942,-3.025172241394543
27.03687320099034,5.131578477042138,12.337621372954127,5.1996993375569645,12.337621372954127
20.85707420503099,4.2656756075774345,8.69854442636187,4.566954587581422,8.694501670564005
3.381608531176058,1.4720668079066994,2.620150415785411,1.8389150418592095,1.7806352751292454
12.125050312739964,3.1176660398921463,5.407864826114688,3.4821042937769633,-5.397254064556407
57.687120577574824,7.389402596208689,11.414772553011924,7.595203787758089,-11.414772553011924
12.419575984033411,3.0594952834191784,4.711268877424157,3.5241418791009838,-4.66554354240817
36.239509742730284,5.45434502911539,18.733947582757228,6.019926057912197,18.630863045620234
1.7021663124591881,1.0535172267677506,2.84305930283826,1.3046709594603492,0.838101997972854
3.286797348571689,1.5524726106237898,4.145048265513504,1.8129526603228472,3.7277651950352464
0.9342884447413136,0.7996979320252007,1.9552464751321104,0.9665859737971132,1.4296356422898995
16.185725385157678,3.9476188721351275,9.033386876694816,4.02314869041124,9.033386876694816
5.501749586278194,2.085757681603895,4.021091060164716,2.345580863299791,3.513214949738594
2.1994881840469973,1.1833883321500787,2.0643625811811126,1.4830671542607223,-1.1236419541593314
4.117504471075734,1.6762383195066202,2.989211256324611,2.0291634904747657,-1.7332813153281956
2.20557995840971,1.0646849745834484,1.8327655007494943,1.4851195098071097,-0.5656818334530268
4.345580810721187,1.6702024975910013,2.6464735375107544,2.0846056727163504,-2.448517980309622
28.415684868326377,3.9459941383434733,8.750261166818172,5.33063644120722,7.452764474772787
25.021791490903773,4.538830583310287,7.868439496974544,5.002178674428151,-7.3804060020722915
26.478723761051597,4.669233932059769,9.108809631253925,5.145748124524907,9.089375670693505
52.51094451821638,6.8214766300081235,12.12666467311082,7.2464435772464535,12.12666467311082
3.7939318774195376,1.6673287309656735,2.2810981783082114,1.9478018065038183,-2.096542094868765
117.3867595944518,10.317284370644359,13.489127858553088,10.834517044818002,13.489127858553088
63.9673797247263,7.769972372381429,8.502367142349996,7.997960972943435,8.502367142349996
12.333547270799903,2.59154512443826,2.3835967609763142,3.511915043220707,-0.644812888220614
212.09175067082964,12.947864648865286,11.550497066693351,14.563370168708534,11.550497066693351
295.5234398422179,16.675822768351598,13.160816279951975,17.190795206802328,13.160816279951975
0.7688249934927159,0.7305198015720064,4.526695797224288,0.8768266610298274,-2.33537651349949
1.7386502336323089,1.013257680416681,6.983625743431489,1.3185788689465294,-4.917172176448194
0.7590714676635739,0.729156517896804,5.364265408313084,0.8712470761291391,4.630434021393796
1.3363975526019911,0.9880322122959374,6.32584660300195,1.1560266227911844,5.6209454919277295
7.327360049019173,2.557447722546063,12.653609699718865,2.706909686158586,12.605455212319441
2.2415315652217305,1.2847467969495385,6.166618700975081,1.4971745273086001,5.964552991078617
9.086979793887783,2.8024709611535537,11.949179176191127,3.0144617751578444,-11.822087787566405
1.8225454877489906,1.087464827875458,5.355743644065779,1.3500168472093192,2.0202499350313268
5.340668381794262,2.1045272052925585,11.471427197891934,2.310988615678204,-11.370191978693052
13.16596200692193,3.3169588664680414,15.718647062008923,3.6284930765983185,-15.693237617340273
