Metrics,AAPL,AMZN,GOOG,GOOGL,MSFT,TSLA
Testing-MSE,16.567289630105854,105.17803652856179,6.399264143647483,22.49868289536324,167.59531615341712,7.943066650673561
Validation-MSE,1.9977587669655414,5.065989548943059,1.1450141448531914,2.5036019073998546,6.029015700370457,1.288097180122827
testing-MAE,4.619752663433411,9.003493890420327,2.595346778570293,8.412848226269913,5.5739487110264845,5.6338754881317685
validation-MAE,2.017587327088783,5.177707945046261,1.1543945548852081,2.5134007400343705,6.010721685149311,1.3334216703635442
testing-mape,2.7472923589158733,38.44059872494657,1.077272447224218,3.8801921591740705,48.9156415154634,4.056371393407343
validation-mape,0.652329456429904,2.924784332991206,0.3853609474518641,0.7641493293229848,2.63185448843535,0.8954636507160664
testing-RMSE,1.5537719119893272,6.856567667654565,1.1845482503233986,1.4543604527028435,3.5096494772054383,3.776822431163948
validation-RMSE,0.7268377868698652,2.9651279923564933,0.41886891308504043,0.8426722875327931,3.049052310646979,0.9345971811682104
testing-MPE,8.20048039846129,11.279311308273831,3.706023628890885,9.899488600808585,6.349193394691859,10.681577701123974
validation-MPE,3.821286346245518,10.146334380995418,2.200469113051906,2.970618824784883,5.896726216847234,7.108508033333656
