Training Loss,Training Std,Validation Loss,Validation Std
0.0013885248639844963,0.0021937312626677872,0.0021747597238432398,0.005763635468676312
0.0013916201031104769,0.0033998346030963246,0.005415070374160415,0.016159345917299128
0.0026283502108122208,0.004709411050894107,0.004876771509147418,0.015291224961753128
0.006658117100486712,0.009157835524231798,0.011096307627171741,0.028412822399201836
0.001047174335169034,0.0017278917292925752,0.0035839102597574964,0.009103115734979168
0.004391607033458148,0.0076139527611539075,0.007624922045918658,0.01250301683068174
