Date,ticker_symbol,p_sentiment,Open,High,Low,Close,Volume,unrate,psr,m2,dspic,pce,reer,ir,ffer,tcs,indpro,ccpi
2015-01-09,TSLA,0.6548330899753542,13.928,13.998667,13.664,13.777333,70024500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-12,AAPL,0.8494509765506297,28.15,28.157499,27.200001,27.3125,198603200,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-12,AMZN,0.6614148715223498,14.878,14.9255,14.464,14.5705,68428000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-12,GOOG,0.81936238423224,24.679243,24.730902,24.311253,24.56007,46535413,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-12,GOOGL,0.8591916652752862,24.962,25.014,24.5455,24.853001,57138000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-12,MSFT,0.7814111133512738,47.419998,47.540001,46.360001,46.599998,23651900,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-12,TSLA,0.6889962479776259,13.536667,13.631333,13.283333,13.480667,89254500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-13,AAPL,0.7744911663090969,27.8575,28.200001,27.227501,27.555,268367600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-13,AMZN,0.7086490479982931,14.874,15.075,14.6615,14.737,82728000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-13,GOOG,0.7137005384127445,24.873709,25.080141,24.552092,24.741074,47409807,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-13,GOOGL,0.6861492915138178,25.1285,25.43,24.863001,25.09,60958000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-13,MSFT,0.8131222576386202,46.970001,47.91,46.060001,46.360001,35270600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-13,TSLA,0.6044432467996532,13.554667,13.840667,13.394,13.616667,67159500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-14,AAPL,0.7656096085162124,27.26,27.622499,27.125,27.450001,195826400,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-14,AMZN,0.7602980690156077,14.5965,14.7955,14.325,14.6635,110774000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-14,GOOG,0.7331055711377811,24.664783,25.092607,24.582508,24.974932,44714427,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-14,GOOGL,0.7799392366879057,25.021,25.413,24.908001,25.296499,52800000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-14,MSFT,0.7951245288536598,45.959999,46.240002,45.619999,45.959999,29719600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-14,TSLA,0.5140473664807133,12.388667,13.013333,12.333333,12.846,173278500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-15,AAPL,0.7096704720879974,27.5,27.514999,26.665001,26.705,240056000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-15,AMZN,0.6878023304597317,14.7,14.8,14.341,14.3475,88384000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-15,GOOG,0.7997910817124031,25.209288,25.214773,24.819857,25.020805,54316718,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-15,GOOGL,0.7401857928715687,25.4445,25.487499,25.1005,25.2005,51068000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-15,MSFT,0.7335038946760541,46.220001,46.380001,45.41,45.48,32750800,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-15,TSLA,0.4935811685959779,12.966,13.05,12.666667,12.791333,78247500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-16,AAPL,0.7046272937853719,26.7575,26.895,26.299999,26.497499,314053200,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-16,AMZN,0.6417177169356854,14.314,14.5395,14.2625,14.537,69564000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-16,GOOG,0.8162944649528366,24.932049,25.33993,24.931549,25.334444,45965854,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-16,GOOGL,0.7190136340669979,25.157499,25.5425,25.154499,25.523001,49658000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-16,MSFT,0.8518146307796903,45.310001,46.279999,45.169998,46.240002,35695300,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-16,TSLA,0.6832398381875574,12.713333,12.966,12.643333,12.871333,54048000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-20,AAPL,0.7757784401572428,26.959999,27.2425,26.625,27.18,199599600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-20,AMZN,0.7257282495408963,14.6295,14.668,14.3195,14.472,61502000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-20,GOOG,0.8218352303610647,25.480045,25.554838,25.231527,25.275606,44640224,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-20,GOOGL,0.8774207230355008,25.6385,25.7805,25.4685,25.497,46796000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-20,MSFT,0.7780884747492736,46.299999,46.650002,45.57,46.389999,36161900,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-20,TSLA,0.7455728898564067,12.924667,12.941333,12.469333,12.795333,67548000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-21,AAPL,0.7650073913690085,27.237499,27.764999,27.067499,27.387501,194303600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-21,AMZN,0.7624079486029898,14.482,15.3,14.363,14.8625,201302000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-21,GOOG,0.8413356035306668,25.293058,25.892912,25.240702,25.831081,45374234,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-21,GOOGL,0.8401705098236617,25.542,26.092501,25.4795,26.019501,46356000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-21,MSFT,0.8101014899158641,45.939999,46.139999,45.48,45.919998,39081100,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-21,TSLA,0.6246579460323872,12.636667,13.245333,12.634,13.104667,62295000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-22,AAPL,0.7672730010486042,27.565001,28.1175,27.43,28.1,215185600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-22,AMZN,0.6782954203939676,15.0,15.6125,15.0,15.516,107252000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-22,GOOG,0.8098500551479872,26.002609,26.743076,25.913855,26.646341,53538588,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-22,GOOGL,0.8232982883273602,26.15,26.941999,26.095501,26.865,56068000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-22,MSFT,0.8005771175218951,46.380001,47.139999,46.080002,47.130001,35898000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-22,TSLA,0.7081885524549107,13.133333,13.549333,13.013333,13.441333,61753500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-23,AAPL,0.7638596088645444,28.075001,28.4375,27.8825,28.245001,185859200,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-23,AMZN,0.709492812345392,15.404,15.8465,15.386,15.6195,89928000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-23,GOOG,0.768746630188625,26.706179,27.034277,26.577032,26.92358,45634948,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-23,GOOGL,0.8038617077836104,26.901501,27.2705,26.7875,27.0975,45966000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-23,MSFT,0.8529704950025214,47.360001,47.389999,46.799999,47.18,26211600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-23,TSLA,0.7276347263060735,13.352667,13.566667,13.222,13.419333,51579000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-26,AAPL,0.8421197405731476,28.434999,28.59,28.200001,28.275,222460000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-26,AMZN,0.7679292296586914,15.591,15.65,15.376,15.483,63394000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-26,GOOG,0.9083786561017826,26.852776,26.876211,26.41099,26.687229,30874534,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-26,GOOGL,0.8812926318451387,27.075001,27.075001,26.6035,26.836,30932000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-26,MSFT,0.8877168101195936,47.0,47.130001,46.240002,47.009998,42525500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-26,TSLA,0.6838854628982064,13.455333,13.908,13.403333,13.77,48517500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-27,AAPL,0.7803417703505283,28.105,28.120001,27.2575,27.285,382274800,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-27,AMZN,0.7308848645625863,15.315,15.512,15.1315,15.3375,58406000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-27,GOOG,0.81527024703768,26.425947,26.462349,25.83856,25.8605,38080263,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-27,GOOGL,0.8098926355227909,26.57,26.639,26.042999,26.0595,39148000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-27,MSFT,0.7348169623192846,42.950001,43.200001,42.110001,42.66,169164000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-27,TSLA,0.7552546674954552,13.628,13.868667,13.553333,13.732,41715000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-28,AAPL,0.7797677762680659,29.407499,29.530001,28.827499,28.827499,585908400,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-28,AMZN,0.7339602389654234,15.4905,15.5755,15.19,15.1955,61276000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-28,GOOG,0.828293758854079,26.067432,26.077904,25.430182,25.430182,33676205,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-28,GOOGL,0.8153928460004699,26.25,26.2845,25.6175,25.6215,35822000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-28,MSFT,0.5288819099856126,42.740002,42.790001,41.16,41.189999,84507100,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-28,TSLA,0.6701149320356845,13.740667,13.758,13.228,13.291333,47244000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-29,AAPL,0.7860475844781198,29.08,29.797501,28.889999,29.725,337745600,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-29,AMZN,0.7997616450372312,15.2365,15.64,14.9665,15.589,173132000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-29,GOOG,0.7769858182160618,25.480045,25.484531,24.991386,25.463091,83727244,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-29,GOOGL,0.7875936174676542,25.645,25.759501,25.174,25.661501,79018000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-29,MSFT,0.6779320873896477,40.93,42.119999,40.790001,42.009998,63585300,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-29,TSLA,0.682258451071267,13.404667,13.732,13.1,13.68,53221500,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-30,AAPL,0.7749662629411831,29.6,30.0,29.2125,29.290001,334982000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-30,AMZN,0.7261665919373101,17.316,17.975,17.037001,17.7265,477122000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-30,GOOG,0.691260536413564,25.72238,26.919592,25.705425,26.652824,112127002,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-30,GOOGL,0.6399644032217762,25.950001,27.155001,25.909,26.877501,121108000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-30,MSFT,0.6825396711777478,41.549999,41.580002,40.349998,40.400002,78004900,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-01-30,TSLA,0.6693326353371036,13.597333,13.831333,13.533333,13.573333,45105000,5.7,8.0,11759.1,13224.7,12036.5,106.11,1.8815,0.11483871,1069010.0,102.8479,239.811
2015-02-02,AAPL,0.8184848155194637,29.512501,29.7925,29.02,29.657499,250956400,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-02,AMZN,0.817506839432322,17.502501,18.25,17.5005,18.223499,204638000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-02,GOOG,0.8201712958212204,26.513706,26.577032,25.85651,26.351652,56996054,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-02,GOOGL,0.907963271683173,26.716,26.825001,26.086,26.610001,75378000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-02,MSFT,0.6583357115509145,40.59,41.369999,40.23,41.279999,50352500,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-02,TSLA,0.777991527449378,13.598,14.13,13.553333,14.062667,62238000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-03,AAPL,0.7788872861728886,29.625,29.772499,29.4025,29.6625,207662800,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-03,AMZN,0.7475453097933435,18.0145,18.391001,18.0105,18.1775,124252000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-03,GOOG,0.7423040875614999,26.327717,26.596977,26.091366,26.389547,40773638,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-03,GOOGL,0.7909095728229778,26.497,26.872499,26.3405,26.665001,47062000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-03,MSFT,0.6335593375760425,41.630001,41.93,41.049999,41.599998,52082400,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-03,TSLA,0.6846537725610302,14.214667,14.691333,14.084667,14.557333,72393000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-04,AAPL,0.7531608961346679,29.625,30.127501,29.577499,29.889999,280598800,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-04,AMZN,0.7129591306507744,17.919001,18.375,17.911501,18.237499,83398000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-04,GOOG,0.7814839554207654,26.389547,26.560678,25.99214,26.066435,33273101,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-04,GOOGL,0.8166789454676161,26.657,26.8375,26.251499,26.305,33896000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-04,MSFT,0.784541545719463,41.939999,42.209999,41.360001,41.84,41614800,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-04,TSLA,0.7398517987471492,14.552667,14.765333,14.453333,14.57,49581000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-05,AAPL,0.7820899017321487,30.004999,30.057501,29.8125,29.985001,168984800,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-05,AMZN,0.7312529346505093,18.299999,18.940001,18.295,18.6945,144952000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-05,GOOG,0.8032328536815195,26.117794,26.35265,26.033026,26.306774,36995292,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
2015-02-05,GOOGL,0.8337854027844867,26.3965,26.5345,26.282,26.491501,33176000,5.5,8.1,11818.575,13271.8,12083.1,107.42,1.975263158,0.110714286,1080165.0,102.2292,240.172
